organismQuantity	eventID	basisOfRecord	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	occurrenceID
39484	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Aves:100.00000000000001;order:Charadriiformes:100.00000000000001;family:Laridae:100.00000000000001;genus:Larus:98.16666666666669;species:Larus_glaucoides:91.91666666666669	Larus glaucoides	urn:lsid:marinespecies.org:taxname:137144	species	asv.7_W-8-multi-tot
37367	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Haematopus	superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Aves:99.99999999999999;order:Charadriiformes:99.99999999999999;family:Haematopodidae:99.99999999999999;genus:Haematopus:99.99999999999999;species:Haematopus_ostralegus:99.99999999999999	Haematopus ostralegus	urn:lsid:marinespecies.org:taxname:147436	species	asv.8_W-8-multi-tot
30219	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	108327	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:100.00000000000004;phylum:Chordata:100.00000000000004;class:Actinopteri:100.00000000000004;order:Pleuronectiformes:99.89493297318933;family:Pleuronectidae:99.89493297318933;genus:Platichthys:29.892898288346377;species:Platichthys_stellatus:29.892898288346377	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.1_W-8-singleplex
26479	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:100.00000000000021;phylum:Chordata:100.00000000000021;class:Actinopteri:100.00000000000021;order:Pleuronectiformes:99.89137102734685;family:Pleuronectidae:99.89137102734685;genus:Platichthys:30.478814681751146;species:Platichthys_stellatus:30.478814681751146	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.10_W-8-multi-tot
23717	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:99.99999999999996;phylum:Chordata:99.99999999999996;class:Actinopteri:99.99999999999996;order:Salmoniformes:99.99999999999996;family:Salmonidae:99.99999999999996;genus:Oncorhynchus:97.61287176842167;species:Oncorhynchus_mykiss:54.117726673045254	Oncorhynchus	urn:lsid:marinespecies.org:taxname:126140	genus	asv.12_W-8-multi-tot
19945	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Clupeiformes	Clupeidae	Clupea	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Clupeiformes:100.00000000000001;family:Clupeidae:100.00000000000001;genus:Clupea:100.00000000000001;species:Clupea_harengus:97.93678075036667	Clupea harengus	urn:lsid:marinespecies.org:taxname:126417	species	asv.11_W-8-multi-tot
19729	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.175_W-8-multi-tot
18385	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Salmo	superkingdom:Eukaryota:99.99999999999996;phylum:Chordata:99.99999999999996;class:Actinopteri:99.99999999999996;order:Salmoniformes:99.99999999999996;family:Salmonidae:99.99999999999996;genus:Salmo:99.99999999999996;species:Salmo_trutta:89.53383197074876	Salmo trutta	urn:lsid:marinespecies.org:taxname:127187	species	asv.9_W-8-multi-tot
18326	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Anguilliformes	Anguillidae	Anguilla	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Anguilliformes:99.96551724137932;family:Anguillidae:99.96551724137932;genus:Anguilla:99.96551724137932;species:Anguilla_anguilla:92.13793103448288	Anguilla anguilla	urn:lsid:marinespecies.org:taxname:126281	species	asv.14_W-8-multi-tot
17593	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Gobiiformes:100.00000000000001;family:Gobiidae:100.00000000000001;genus:Pomatoschistus:100.00000000000001;species:Pomatoschistus_knerii:69.30000000000001	Pomatoschistus	urn:lsid:marinespecies.org:taxname:125999	genus	asv.13_W-8-multi-tot
16099	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:99.99999999999996;phylum:Chordata:99.99999999999996;class:Actinopteri:99.99999999999996;order:Pleuronectiformes:99.79978114478111;family:Pleuronectidae:99.79978114478111;genus:Platichthys:29.942294009761945;species:Platichthys_stellatus:29.942294009761945	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.16_W-8-multi-tot
15564	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	108327	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Gobiiformes:99.99999999999999;family:Gobiidae:99.99999999999999;genus:Pomatoschistus:99.99999999999999;species:Pomatoschistus_knerii:67.3	Pomatoschistus	urn:lsid:marinespecies.org:taxname:125999	genus	asv.2_W-8-singleplex
14463	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.176_W-8-multi-tot
14179	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	108327	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:100.00000000000003;phylum:Chordata:100.00000000000003;class:Actinopteri:100.00000000000003;order:Pleuronectiformes:100.00000000000003;family:Pleuronectidae:100.00000000000003;genus:Pleuronectes:62.864376518254616;species:Pleuronectes_quadrituberculatus:62.864376518254616	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.5_W-8-singleplex
13501	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.177_W-8-multi-tot
11359	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Clupeiformes	Clupeidae	Clupea	superkingdom:Eukaryota:99.99999999999906;phylum:Chordata:99.99999999999906;class:Actinopteri:99.99999999999906;order:Clupeiformes:99.99999999999906;family:Clupeidae:99.99999999999906;genus:Clupea:99.9759001161431;species:Clupea_harengus:99.80627380277032	Clupea harengus	urn:lsid:marinespecies.org:taxname:126417	species	asv.17_W-8-multi-tot
10953	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Zoarces	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Zoarcidae:100.0;genus:Zoarces:100.0;species:Zoarces_elongatus:100.0	Zoarces elongatus	urn:lsid:marinespecies.org:taxname:274153	species	asv.18_W-8-multi-tot
10555	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Actinopteri:99.99999999999997;order:Pleuronectiformes:99.94023569023567;family:Pleuronectidae:99.94023569023567;genus:Limanda:57.692202048423134;species:Limanda_aspera:49.49602959968302	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.19_W-8-multi-tot
10507	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Clupeiformes	Clupeidae	Clupea	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Clupeiformes:100.0;family:Clupeidae:100.0;genus:Clupea:99.975;species:Clupea_harengus:99.78406527682843	Clupea harengus	urn:lsid:marinespecies.org:taxname:126417	species	asv.20_W-8-multi-tot
9083	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Zoarces	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Zoarcidae:100.0;genus:Zoarces:99.0;species:Zoarces_elongatus:99.0	Zoarces elongatus	urn:lsid:marinespecies.org:taxname:274153	species	asv.15_W-8-multi-tot
8986	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:99.99999999999989;phylum:Chordata:99.99999999999989;class:Actinopteri:99.99999999999989;order:Pleuronectiformes:99.73861453447648;family:Pleuronectidae:99.73861453447648;genus:Platichthys:29.105313794031723;species:Platichthys_stellatus:29.105313794031723	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.21_W-8-multi-tot
8963	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Charadriiformes	Laridae	Chroicocephalus	superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Aves:99.99999999999997;order:Charadriiformes:99.99999999999997;family:Laridae:99.99999999999997;genus:Chroicocephalus:98.94047619047618;species:Chroicocephalus_brunnicephalus:53.738095238095205	Chroicocephalus	urn:lsid:marinespecies.org:taxname:465357	genus	asv.22_W-8-multi-tot
8616	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Charadriiformes	Laridae		superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Aves:100.0;order:Charadriiformes:100.0;family:Laridae:100.0;genus:Larus:80.27619047619046;species:Larus_occidentalis:46.37619047619047	Laridae	urn:lsid:marinespecies.org:taxname:136988	family	asv.23_W-8-multi-tot
8602	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	108327	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gadiformes	Gadidae		superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Actinopteri:99.99999999999997;order:Gadiformes:99.99999999999997;family:Gadidae:99.99999999999997;genus:Merlangius:51.24747474747468;species:Merlangius_merlangus:51.24747474747468	Gadidae	urn:lsid:marinespecies.org:taxname:125469	family	asv.6_W-8-singleplex
8476	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.178_W-8-multi-tot
8385	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	108327	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Zoarces	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Zoarcidae:100.0;genus:Zoarces:99.0;species:Zoarces_elongatus:99.0	Zoarces elongatus	urn:lsid:marinespecies.org:taxname:274153	species	asv.15_W-8-singleplex
8229	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	108327	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Salmo	superkingdom:Eukaryota:99.99999999999996;phylum:Chordata:99.99999999999996;class:Actinopteri:99.99999999999996;order:Salmoniformes:99.99999999999996;family:Salmonidae:99.99999999999996;genus:Salmo:99.99999999999996;species:Salmo_trutta:89.53383197074876	Salmo trutta	urn:lsid:marinespecies.org:taxname:127187	species	asv.9_W-8-singleplex
8221	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:100.00000000000013;phylum:Chordata:100.00000000000013;class:Actinopteri:100.00000000000013;order:Perciformes:100.00000000000013;family:Pholidae:97.67018633540384;genus:Pholis:94.29594391116142;species:Pholis_gunnellus:44.047346132128766	Pholis	urn:lsid:marinespecies.org:taxname:126041	genus	asv.24_W-8-multi-tot
7929	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Mammalia:100.0;order:Primates:100.0;family:Pitheciidae:100.0;genus:Pithecia:100.0;species:Pithecia_albicans:100.0	Primates	urn:lsid:marinespecies.org:taxname:1455974	order	asv.25_W-8-multi-tot
6789	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.179_W-8-multi-tot
6691	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.180_W-8-multi-tot
6458	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.26_W-8-multi-tot
6165	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Ammodytidae	Ammodytes	superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Actinopteri:99.99999999999997;order:Uranoscopiformes:99.99999999999997;family:Ammodytidae:99.99999999999997;genus:Ammodytes:99.99999999999997;species:Ammodytes_personatus:44.308823529411775	Ammodytes	urn:lsid:marinespecies.org:taxname:125909	genus	asv.27_W-8-multi-tot
6011	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.181_W-8-multi-tot
5923	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.182_W-8-multi-tot
5786	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.183_W-8-multi-tot
5775	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	108327	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Clupeiformes	Clupeidae	Clupea	superkingdom:Eukaryota:100.00000000000003;phylum:Chordata:100.00000000000003;class:Actinopteri:100.00000000000003;order:Clupeiformes:100.00000000000003;family:Clupeidae:100.00000000000003;genus:Clupea:99.89380483529344;species:Clupea_harengus:98.36796212199212	Clupea harengus	urn:lsid:marinespecies.org:taxname:126417	species	asv.28_W-8-singleplex
5710	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	108327	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Clupeiformes	Clupeidae	Clupea	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Clupeiformes:100.00000000000001;family:Clupeidae:100.00000000000001;genus:Clupea:100.00000000000001;species:Clupea_harengus:97.93678075036667	Clupea harengus	urn:lsid:marinespecies.org:taxname:126417	species	asv.11_W-8-singleplex
5182	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Mammalia:100.0;order:Carnivora:100.0;family:Canidae:100.0;genus:Canis:100.0;species:Canis_lupus:100.0	Canis lupus	urn:lsid:marinespecies.org:taxname:1506689	species	asv.29_W-8-multi-tot
5068	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	108327	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Gobiiformes:100.0;family:Gobiidae:100.0;genus:Pomatoschistus:100.0;species:Pomatoschistus_minutus:68.08333333333333	Pomatoschistus	urn:lsid:marinespecies.org:taxname:125999	genus	asv.4_W-8-singleplex
5052	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.184_W-8-multi-tot
5021	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.185_W-8-multi-tot
5001	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.186_W-8-multi-tot
4892	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.187_W-8-multi-tot
4823	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.188_W-8-multi-tot
4629	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.189_W-8-multi-tot
4348	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.190_W-8-multi-tot
4227	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.191_W-8-multi-tot
4057	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.192_W-8-multi-tot
4029	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.193_W-8-multi-tot
3883	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.194_W-8-multi-tot
3805	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.195_W-8-multi-tot
3669	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.196_W-8-multi-tot
3460	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.197_W-8-multi-tot
3357	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.198_W-8-multi-tot
3243	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	2338706	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.199_W-8-multi-tot
3189	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	108327	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Clupeiformes	Clupeidae	Clupea	superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Clupeiformes:100.00000000000001;family:Clupeidae:100.00000000000001;genus:Clupea:96.88602180567453;species:Clupea_pallasii:59.753203920319265	Clupea	urn:lsid:marinespecies.org:taxname:125716	genus	asv.30_W-8-singleplex
